,filename,image,caption,image_text
10,2018-06-24_17-27-21_UTC.json,https://storage.cloud.google.com/procvaxx/2018-06-24_17-27-21_UTC.png,"MiOra Mentees’ Abstract on HPV #Immunization was Selected for a Poster Presentation at the Prestigious  #IDWeek 2018 
Jessica Leyva, Elizabeth Sanchez, Ayana Arroyo, Nia Wade, NgocTuyen Dinh from #CalStateULongBeach interviewed 180 students in the Los Angeles County and found that almost one quarter (24%) of the students have not received the #HPV #vaccine and nearly half of them (49%) didn’t know that they can get the #vaccine through 26 years of age. The mentees then educated the students to improve #awareness. Great research to close a gap! We are looking forward to seeing your #poster.
#CSULB #IDSA #mentee #LosAngeles #mentor #research

https://www.idweek.org/","IDWEEK
2018
TM
Advancing Science, Improving Care
October 3-7, 2018
San Francisco, CA
"
11,2016-11-07_23-56-30_UTC.json,https://storage.cloud.google.com/procvaxx/2016-11-07_23-56-30_UTC.png,Carter needs some extra snuggles today... shots are stinky. #provaccine #6weekspostpartum #vaccination #motherhoodunplugged #motherhood  #wematch #heworeitbetter #punkrockbaby #squeeky, 
12,2019-02-15_02-40-11_UTC.json,https://storage.cloud.google.com/procvaxx/2019-02-15_02-40-11_UTC.png,"In 1956, Elvis Presley got his Polio vaccine in front of the press. As an influential figure, this act reportedly increased immunization rates from 75% to 90% in the United States.

#knowledgeispower #themoreyouknow #vaccines #immunity #health #elvispresley #rocknroll #hashtag","10
"
13,2019-04-13_01-01-35_UTC.json,https://storage.cloud.google.com/procvaxx/2019-04-13_01-01-35_UTC.png,"#L8R0000150
.
.
.
.
.
#mandatoryvaccinations #StopMandatoryVaccinations #removingfreedom #freedomstripped #freedomisaright #therighttochoose #giveusliberty #constitutionalrights #newyork #newyorklaw #vaccination #vaccinedebate #provaccineisantifreedom #sheeple #antihumanrights #whichsideareyouon #choosewisely #antivaxxers #provaxxers #proinformedconsent #liber8","o
/newyork.cbslocal.com
6
:
= O2 WLS CBS NewYork
CBSN New York
WATCH NOW
Health Emergency: City
Mandates Vaccinations For
Children And Adults Or Face
$1,000 Fine
New York City Accounted For Two-Thirds
Of All U.S. Measles Cases Reported Last
Week
April 9, 2019 at 5:01 pm
Filed Under: Brooklyn news, Brooklyn Yeshivas, Jenna
DeAngelis, Local TV, Measles, measles outbreak, New York,
Orthodox Jews, Williamsburg news, Yeshivas
"
14,2019-01-06_18-44-08_UTC.json,https://storage.cloud.google.com/procvaxx/2019-01-06_18-44-08_UTC.png,"One of the MANY in the medical field that have spoken out. :folded_hands:
#Arizonaforvaccinechoice #Arizona #Arizonaparents #arizonaparentsunited #vaccinesafety #vaccineswork #vaccinatedvsunvaccinated #vaccinated #vaccines #vaccinateyourkids #vaccinate #vaccinetruth #vaccinesharm #vaccineinjury #vaccineinjury#vaccineinjuryawareness #unvaccinated #vaccineadverseeventsreportingsystem #VAERS #doyourresearch #askquestions #vaxxed •
Reposted from @christiansagainstvaccines -","Maria Santiago SA
Yesterday at 12:57 PM
I'm a pediatric nurse. I'm pro science and anti-
vaccine. The two do go hand in hand. I am no longer
afraid to publicly speak out, as trolls have already
taken screenshots of many of my posts and emailed
them to my place of employment. My personal opinion
does not put my job in jeopardy. My reason for this
post is to encourage other healthcare providers to
speak out. I know you see the same as me, if your
eyes are opened. Countless children who were once
perfectly healthy regress into autism and auto
immune disease post-vaccination. We have to be the
voice of truth.
1.2K
265 Comments 6 Shares
"
15,2017-09-30_21-19-41_UTC.json,https://storage.cloud.google.com/procvaxx/2017-09-30_21-19-41_UTC.png,"Our handsome KV is #6267 on the VAXXED bus way up high.  I decided I had to take extra measures for the space we needed.(hint:the ladder:winking_face_with_tongue:) lol.  I was honored to share our story today about KV being vaccine injured.  He was fine until he got his MMR vaccine.  Two days after that vaccine, we lost our son and severe autism entered our lives.  This is OUR story:red_heart:#vaccineinjury #autismandvaccines #blacksatgreaterrisk #Vaxxed #thevaughntriplets #adhd #autism #autismsiblingsrock  #triplets #autismawareness #1and68diagnosed ***LET'S BE CLEAR-THIS IS OUR STORY AND BELIEF.  If your story is different, that's fine.  I'm merely telling/sharing mine.:blue_heart:","- 1
Reuchawla
The Kuala Teplota
Wala
Thank you
$473 JP Wilco
4316
Abdullahi
Minneapols,
SUS
build
#6267 i
Triples""
Keishaun Vaughn
The Vau am
D allas, TX
CORBUN DECORDINGSEY
05
2679 Landry Lee
WABO Done Gies
19881 Evan Alison
sa Troor Torgersen
430Ra Dahal
!
946 hinger
Heren
.
Joe LAME
Vorra Love ents
#6267 Vaughn
S47
#56 ateur
r. Love
RIP DO
Tenshaun Taughn
""The Vaughn Tegelse
Dallas, TX
Thank you
Lindsey
Creden
var
CARS
HAR
# erande
2335
(574
Groger Sallos
#575 Gard Sell
692 Vail
ens, Mark
+43 Hauden lees
# Christopher Tol
cas Hailey Michele
#66 Tur Haris
but
Coor
en meer
Truco
the
2 Loce
o
CA
3 T WA
316
Jullahi
ICA,
Nik valent
339 SCORBYN D CORDINGLEY
KB RIP
4819
NHAERE THERE S PSX, THERE MUST BE CHOICE
2
LENS
29
#740
men
Amarda Grobes
hot
vert her,
#725
Amy Mabry
275
415
as praside #679 Landry Lee
680 Daniel Giles
3#681 Evan Pattison
merce #682 Trevor Jorgensen
# 430 to Rob Davenhall
#926
Michael Vllamo
194
Smre
Alan Sincere #293 theo
Stacere
#327
ma
*
A
23.2. Cint
a s
de
Michael
som
VT
"
16,2018-12-18_23-34-19_UTC.json,https://storage.cloud.google.com/procvaxx/2018-12-18_23-34-19_UTC.png,":syringe: Flu Shots on the ready, drawn up by our wonderful nurses :syringe: Get your Flu shot everyone :syringe::syringe::syringe::syringe:#flushot#flu#photography #medicine#doctor#vaccine#getyourflushot#docpic#family#protected#coolpicture#instagram","Fluzon
uzone:registered: Qua
Influenza v
Quadrival
quadrivalent
18 pes A and B
Virus Vaccine
Split Virion)
Dose: 0
Formule 2
C 2018-2019
WE HA
Sanofi Past
Se: 0.5 mL IM, 1
asteur Limite
"
17,2018-09-13_15-18-49_UTC.json,https://storage.cloud.google.com/procvaxx/2018-09-13_15-18-49_UTC.png,"Flu shots are now available at our pharmacy! Quadrivalent flu vaccine provides protection from four strains of the flu. The high dose vaccine is also available for patients ages 65+. Stop by our pharmacy today to be protected from this year’s flu season. Don’t forget to bring your major medical insurance card! No appointments necessary, walk-ins always welcome.
.
.
.
.
.
.
.
#flu #flushots #vaccine #pharmacy #bergencounty #haworth #haworthnj #nj #fluseason #protectyourself #noappointmentsnecessary #haworthapothecary #health #healthiswealth","See
eharmacists at
Heamonth apothecary
Oun
CGadodl
FLU SHOTS
NOW AVAILABLE
INSURANCE ACCEPTED
NO APPOINTMENT NEEDED
WALK INS ALWAYS WELCOME
"
18,2018-09-03_11-14-52_UTC.json,https://storage.cloud.google.com/procvaxx/2018-09-03_11-14-52_UTC.png,"I love this!
•
•
•
Repost: @r_riding_hood 
#antivax #vaxxed #mmrvaccine #flushots #vaccinesinjure #vaccineinjury #premedstudent #nursingstudent #vaccinefree #immunizations","Dear
pro-vaxxer,
"
19,2017-04-07_03-26-09_UTC.json,https://storage.cloud.google.com/procvaxx/2017-04-07_03-26-09_UTC.png,Successful morning session with a nurse practitioner administering just shy of 80 flu vaccinations to patients including myself! :smiling_face_with_sunglasses:, 
20,2017-12-02_01-48-30_UTC.json,https://storage.cloud.google.com/procvaxx/2017-12-02_01-48-30_UTC.png,"Joshua 1:9 Have I not commanded you? Be strong and courageous. Do not be afraid; do not be discouraged, for the LORD your God will be with you wherever you go."" Isaiah 54:17 No weapon formed against you shall prosper,
And every tongue which rises against you in judgment
You shall condemn.
This is the heritage of the servants of the Lord,
And their righteousness is from Me,”
Says the Lord

Psalm 23:4 4 Even though I walk through the valley of the shadow of death,  I will fear no evil,
for you are with me;  your rod and your staff,  they comfort me.

Isaiah 41:10 So do not fear, for I am with you; do not be dismayed, for I am your God. I will strengthen you and help you; I will uphold you with my righteous right hand. Psalm 118:6 The LORD is with me; I will not be afraid. What can mere mortals do to me? Don’t let the devil give you discouragement and doubt he’s the lier of all liers. #KilluminatiSoldiersOfTruth #EndTimes #Sin #Repent #Jesus #JesusChrist #FollowForFollow #F4F #FFF #WakeUp #Sheeple #Chemtrails #Illuminati #5g #Vaccines #Killuminati #Jesus #God #L4L #Like4Like #LikeForLike #FollowMe #FollowMeIFollowBack #God #MarkOfTheBeast #RfidChip #911","PUT ON THE WHOLE ARMOR OF GOD,
THAT YOU MAY BE ABLE TO STAND
AGAINST THE WILES OF THE DEVIL.
EPHESIANS 6:11
ashestobeauty.net
"
21,2013-07-20_19-37-48_UTC.json,https://storage.cloud.google.com/procvaxx/2013-07-20_19-37-48_UTC.png,"Too much to put in one photo, but here are some other records we got in today! #poisonidea #magrudergrind #hellasick #cokebust #vaccine #thejesusandmarychain #manisthebastard #assholeparade #blackflag #owen #failureface #merchandise and more!","THE JESUS A
HELLA SIC
COKE
VACC
MAGRUBER
GRIND
CRUSHE
Pun
Kuis
TH
MAN IS THE BASTA
""THOUGHTLESS""
"
22,2018-06-11_14-40-42_UTC.json,https://storage.cloud.google.com/procvaxx/2018-06-11_14-40-42_UTC.png,"Vaccines :clapping_hands: don't :clapping_hands: cause:clapping_hands: autism :clapping_hands: #IVaccinate
.
.
See 5 more reasons @mommygonehealthy vaccinates. Link in bio!
.
.
.
#ivaccinate #momlife #dadlife #michiganmom #joyfulmamas #motherhoodunplugged #childhoodunplugged #eternalmotherhood #uniteinmotherhood #ig_motherhood #metrodetroitmom #michigrammers #michiganblogger #michiganmom #publichealth #science #sciencemoms #vaccinate #ivax2protect #vaccineswork #vaccines #vaccination #immunization #immunize #vaxwithme","REASONS
WHYI
VACCINATE
@mommygonehealthy
"
23,2017-11-15_17-12-08_UTC.json,https://storage.cloud.google.com/procvaxx/2017-11-15_17-12-08_UTC.png,"With #thanksgiving next week, #december is already creeping up! We've got a great line-up of workshops and classes in the new month, so be sure to check them out (link in profile,) mark your #calendars, and schedule yourself some time for #truewellness. Email info@biologicalhealth.com to sign up or learn more! 
#wellness #healthyliving #takecare #healthyself #selflove #selfhelp #culinarynutrition #nutrition #biologicalmedicine #holistic #cleaneating #yoga #vaccines #seasonaleating #holidays #familyfood #immunehealth #cookingclass","December
Tue Wellness
A European Biological Clinic
SEE THE FULL
LINE UP IN
PROFILE LINK!
"
24,2019-02-20_03-07-18_UTC.json,https://storage.cloud.google.com/procvaxx/2019-02-20_03-07-18_UTC.png,"Repost@Redpill_Rabbit #Truth. #Vaccines #Doyourresearch #Vaxxed Dr. Stanley #Plotkin Youtube ""Vaccine King Comes Clean "" They are Not looking out for our Health or Best interest .#Appaling Pushing harmful agendas On us for Profit and Corporate #Greed. #Aborted #Fetuses Please see: http://drrichswier.com www.churchmilitant.com : ""Meet the Company Buying Planned Parenthood's Baby Specimens ""#Stem express","WHAT IS IN
VACCINES?
@fsthnow
POLYSORBATE 20 & 80
OPENS UP BLOOD-BRAIN BARRIER THAT
PROTECTS THE BRAIN FROM TOXINS.
CAUSES DEVELOPMENTAL ISSUES
AND INFERTILITY
MERCURY (THIMEROSAL)
SO TOXIC THAT EVEN FEW MICROLITERS
SPILLED ON THE SKIN CAN CAUSE DEATH
HUMAN DIPLOID CELLS
(FROM ABORTED BABIES)
POREIGN DNA CAUSES MUTATIONS IN THE
BIOCHEMISTRY AND DISTURBS HORMONES
MONOSODIUM GLUTAMATE
INJECTED IN LAB ANIMALS
TO CAUSE OBESITY
FORMALDEHYDE
(CARCINOGEN CATEGORY 1B)
USED IN EMBALMING PROCESS
TO PRESERVE DEAD BODIES
redpill_rabbit ES (INCLUDING VITA
IES (INCLUDING VITAMIN K & RHOGAM SHOTS)
ERLY DETOX YOURSELF & YOUR CHILDREN!
"
25,2014-01-18_11-38-43_UTC.json,https://storage.cloud.google.com/procvaxx/2014-01-18_11-38-43_UTC.png,#Read #more at #Examiner.com: http://www.examiner.com/article/federal-vaccine-court-awards-millions-to-two-vaccine-injured-kids-with-autism,"Approximately one year ago, the United
States federal Vaccine Injury Compensation
Program, more widely known as the ""
Vaccine court"", awarded millions of dollars
to two children with autism for ""pain and
suffering"" and lifelong care of their injuries.
http://www.examiner.co... Continue Reading
Federal vaccine court awards millions
to two vaccine-injured kids with ...
"
26,2018-09-26_20-08-28_UTC.json,https://storage.cloud.google.com/procvaxx/2018-09-26_20-08-28_UTC.png,"Yes, food helps! Tips and real-life experience of how taking baby steps to a real food diet can have measurable behavior differences in children diagnosed with Autism Spectrum Disorder.⠀
⠀
FOLLOW US :backhand_index_pointing_right: @AutismLifeshop⠀ ⠀⠀
#Autism #AutismLife #Autismquotes #inspirations #thoughts #motivated #autismproud #autistic #spectrum#hasautism #kids #haveautism #autismspectrum #support #children #autismawarenessday #autismare#autismspeaks #diagnosis#man #awarenessday #child #vaccines #light  #worldautism #autism#awareness#autismawareness","Real Food
& Autism
"
27,2019-02-03_17-07-37_UTC.json,https://storage.cloud.google.com/procvaxx/2019-02-03_17-07-37_UTC.png,"Antivaxxers say they're against big pharma,  but by not getting vaccinated,  when you get sick,  you're paying out more to big pharma.  Your logic is flawed and your ""science: is junk. #vaccinate #vaccines #antivax #vaccinateyourkids #antivaxxersareidiots #vaccineswork #measles #measlesoutbreak","The cost of one measles
case during an outbreak:
One dose of the
MMR vaccine:
VS.
$17,500 - $45,000
$20.59
"
28,2018-11-20_23-49-09_UTC.json,https://storage.cloud.google.com/procvaxx/2018-11-20_23-49-09_UTC.png,"We they don’t last very long .
.
#lmao:face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy: #subtle #damage #thatsalotofdamage #lmao#meme#memes#memesdaily#antivax","FRISS GE
FACTS
DR KENT w
The anti vaccination
memes have lasted
longer then anti
vaccinated kids
"
29,2018-04-12_00-58-32_UTC.json,https://storage.cloud.google.com/procvaxx/2018-04-12_00-58-32_UTC.png,"The government wants to inject your children with mercury.

Will you let them do it?

#GOODMORNING and welcome to day 578 of OPERATION SAVETHEWORLD with General @smokinjoemekhael and @thesavetheworld.army!

#STOPTHEWAR!
#SAVETHEWORLD!

BEAT THE #ILLUMINATI!
BREAK THE #NEWWORLDORDER!
SAVE THE WORLD FROM EVIL!

The #power of #love will lead us to #victory!

#peaceful #revolutionary #sensational #motivational #inspirational #healthy #positive #fighter #brazilianjiujitsu #grappling #vegan TWO-TIME GUINNESS WORLD RECORD BREAKING #DJ!

#fight #revolution #chemtrails #antivax #fluoride #weed #cannabis #marijuana #FREEDOM!

paypal.me/thesavetheworldarmy
youtube.com/c/thesavetheworldarmy
http://thesavetheworld.army
http://store.thesavetheworld.army
instagram.com/thesavetheworld.army
twitter.com/saveworldarmy
facebook.com/saveworldarmy
facebook.com/smokinjoemekhael","PROOF!!! Flu vaccines contain brain destroying
THIMEROSAL (Mercury Derivative). The levels of
mercury found in one injection would be ILLEGAL if
it were in a can of tuna fish.
NDC 49281-623-15
For 6 months of age and older
For intramuscular injection only
2015-2016 Formula
5 ml
Ronly
Influenza Vaccine
Fluzone Quadrivalent
SANOFI PASTEUR
""THE
THE
WORLD
ARMY
Contents: One 5 ml multi-dose vial. FOR INTRAMUSCULAR
INJECTION.
See full prescribing information for additional details.
Prepared from influenza viruses propagated in embryonated
chicken eggs and inactivated with formaldehyde.
Each dose contains the preservative thimerosal (mercury
derivative): (25 mcg mercury/0.5 mL dose for ages 236 months,
125 mcg mercury/0.25 mL dose for ages 6-35 months)].
Not made with natural rubber latex
"
30,2019-03-25_00-33-15_UTC.json,https://storage.cloud.google.com/procvaxx/2019-03-25_00-33-15_UTC.png,"In America, the chances of dying from cervical cancer is 2.3 out of 100,000. The chances of getting an autoimmune disease from this vaccine are 2.3 out of 100. Your chances of getting autoimmune disease from this vaccine are 1000 time greater than getting cervical cancer. Nobody in the world who has any concern for their little girl would ever give them this vaccine unless they’re innocently uninformed. The HPV vaccine has killed and injured many girls! It’s loaded with aluminum (see previous posts about injected aluminum). Furthermore, cervical cancer rates in dozens of countries have risen since the introduction of the HPV vaccine, and Pap smear tests have dropped. When Pap smear tests were routinely conducted, cancer rates remained low. “It takes a long time to affirm preventative action really protects. But the failure of this supposed protection can sometimes be very quickly obvious. To prove that the titanic was truly unsinkable would have required decades of navigation on the most dangerous seas of the world. Demonstrating that it wasn’t, took only a few hours. This Titanic demonstration is unfortunately reproduced by the Gardasil vaccination. Evidence that vaccination increases the risk of invasive cancer can be rapid, if the vaccine changes the natural history of cancer by accelerating it. The analysis of trends in the incidence of invasive cervical cancer published in official statistics registers was studied in the first and most fully vaccinated countries. Unfortunately, it’s the case for HPV vaccines” - Dr. Nicole Delepine, a surgeon and oncologist from France. There are so many points to make it’s stupid......Just recently 5 Yale professors backed out of a conference with Kennedy....There will never be an open debate because that’s how obvious it is. One day people are going to realize what’s been going on this whole time and will have to reflect on why we character assassinated those who brought facts that were benefiting us all. If you want the source for this quote I’ll inbox you the lecture. #cancer #cervicalcancer #vaccines#health #hpv #collectiveevolution","Robert F. Kennedy, Jr. 3-19-19:
""Merck lied about this vaccine (HPV). It
deceived the right players. It deceived
the public... There's no proof that the
vaccine does anything to solve the
problem of cervical cancer. There's
indications the vaccine actually GIVES
you cancer. And if I am misstating
anything, I know what I'm talking about,
and I'm not saying this in belief but
because it's TRUTH and I'm saying it that
way so that MERCK WILL SUE ME IF I'M
SAYING SOMETHING WRONG.""
"
31,2019-03-08_00-52-33_UTC.json,https://storage.cloud.google.com/procvaxx/2019-03-08_00-52-33_UTC.png,"My friend posted this and I says everything I've been thinking the last few days. (Illinois e-mails will be in the comments)
:prohibited::prohibited::prohibited::prohibited::prohibited::prohibited::prohibited::prohibited::prohibited::prohibited::prohibited::prohibited::prohibited::prohibited::prohibited::prohibited::prohibited::prohibited::prohibited: My friend Lauren posted and it’s too good not to share! ⁣⁣
⁣⁣
For those of you who aren’t up to date with politics or anything, yesterday there was a SENATE MEETING. They were discussing Mandatory Vaccines on a FEDERAL LEVEL. Meaning, every adult and child will be FORCED to take ALL vaccines.⁣⁣
⁣⁣
You won’t even be able to say no to the flu shot! They want HPV for up to age 65!! They haven’t decided their final answer yet, there is still 9 days left for them to come up with an answer. Even if you don’t have kids YOU should be worried. This is our first amendment that they’re trying to take away. We will no longer have Medical Freedom if they decide to mandate vaccines.⁣⁣
⁣⁣
This is serious y’all!! It will no longer be a Pro/Anti vaxx decision anymore, because everyone will be FORCED. They talked about how to enforce it for adults. Denying adults their ability to renew their driver's license, professional licenses, and hunting/fishing license was suggested.⁣⁣
⁣⁣
Believe it or not but this bill IS and WILL affect EVERY SINGLE AMERICAN FAMILY not just the Anti or Ex Vax Families. ⁣⁣
⁣⁣
When there is a risk, there must ALWAYS be a choice. ⁣⁣
⁣⁣
This is a huge slippery slope, what could come next? ⁣⁣
⁣⁣
Here’s how we can all help:⁣⁣
⁣⁣
Call this number 202-224-3121 every single day for the next 10 days and tell them your state and zipcode and then they'll redirect your call and you tell them you DO NOT consent to mandatory vaccinations. This bill is unconstitutional and is taking our rights away as people. #mybodymychoice #idonotconsent #letmechoose #vaccines #awakening #forceveggies #mychildmychoice #educatebeforeyouvaccinate #questioneverything #researchit #knowledge #educateyourself #investigatebeforeyouvaccinate #life #freedom #openyoureyes #wakeupamerica #bigpharma","The point is not whether or not
we should
vaccinate...The point
is whether or not
your body is sovereign or if
the government
can force you to
THE AMILY THT
heals
TOGE THER
be injected against your will.
Rep. Kelly Townsend(AZ)
"
32,2019-02-19_13-30-26_UTC.json,https://storage.cloud.google.com/procvaxx/2019-02-19_13-30-26_UTC.png,"Happy boy lovin’ his new shirt!
@wireandhoney 
#paxman #vaccinateyourkids","VACCINES
SAVE,
PRO
"
33,2019-03-14_03-51-20_UTC.json,https://storage.cloud.google.com/procvaxx/2019-03-14_03-51-20_UTC.png,#meme #dankmemes #f4f #sfs #follow #autism #anime #kys #gaymemes #abortion #antivaxmemes #a #b #c #d,"When you are an anti-vax kid and
manage to survive a common cold
Half of my respiratory organs were destroyed.
"
34,2018-10-26_16-34-31_UTC.json,https://storage.cloud.google.com/procvaxx/2018-10-26_16-34-31_UTC.png,"#Repost @ddklein86 (@get_repost)
・・・
Thanks to my sister for this one. #fbf to 1910, my great-grandmother at around 8 (who lived another 96 years) and her older sister. If you look closely you can see the leg braces she wore for her #Polio. #vaccinate #vaccineswork #deaddiseasesshouldstaydead","11
ddklein86
"
