,filename,caption,image_text
14,2018-07-10_22-35-34_UTC.json,"There have been no double blind placebo studies done to test vaccine safety. *slide shared from https://www.slideshare.net/mobile/jagchat01/vaccination-need-to-address-the-serious-concerns **For more info on false placebos DM me.  It’s to much to post all on here. Mind you, they justify doing this by saying that “vaccines have been proven safe” in comparison to their “placebos”. #vaccinefreebaby #vaccinesarepoison #shedding #bigpharma #lies #herdimmunityhoax #herdimmunityisamyth #fearmongering #propaganda #saveourbabies #fearmonger #cdcvaccinecoverup #cdcvaccineingredients #researchvaccines #researchvaccineingrediants #pediatricians #research #vaccineskill #parentalrights #parentrights #bigpharmakills #bigpharmaiskillingus #liesformoney #saveourbabies #mthfr #mthfrmutation #mthfrgenemutation #ifthereisriskthereshouldbeachoice #ifthereisrisktheremustbechoice","How are vaccines tested for safety?
Vaccines are tested by manufacturers or persons of
agencies under their control. No other agency usually
tests them. Phase I to Phase III. Phase IV after release.
Vaccines are tested on extremely healthy subjects for
a very short time (7 to 14) days or till the time adverse
events start appearing
Often serious adverse events are explained away or
not reported
Vaccines are not tested against any genuine placebo.
They are tested against the same vaccine without the
antigen or some other equally toxic substance
In India, the Supreme Court and even Parliament has
questioned trials but vaccines continue.
Official vaccinated vs un-vaccinated study never
conducted
"
15,2018-11-24_20-02-21_UTC.json,"go get a flu shot! 
send well wishes to @callanso17 💜

#vaccines #flu #tamiflutotherescue","ROSE
vaccines
work,
people!
NiteTime
COLD&FLU
o
Y
ARD
CIDER
"
16,2019-02-19_07-17-07_UTC.json,The stereotype of dumb blondes is not necessarily true but Jenny fucking McCarthy is one of those exceptions #vaccinateyourkids,"HI! I'M JENNY MCCARTHY! AFTER SPENDING
YEARS PUSHING THE ANTI-VACCINATION
MOVEMENT FORWARD I DECIDED TO HOCKE
CIGARETTES
BECAUSE I THINK CLINICALLY PROVEN SAFE
MEDICAL TREATMENTS ARE DANGEROUS, BUT
PUSHING CANCER CAUSING PRODUCTS IS OKO
"
17,2016-04-01_17-26-48_UTC.json,"@andrewwakefield I can't believe you said that the measles, mumps and rubella vaccines (MMR) is linked to autism! Now parents are vaccinating their kids  less and at a higher risk to get measles! You are a bad person! Thank god your paper got retracted in 2010 #vaccineswork #getvaccinated #MMR","I heard that
vaccines cause
autism.
THE LANCET
Q. Do Vaccines Cause Autism?
A. Nope.
The myth began in 1998, when
an English medical journal called
The Lancet published a paper
which claimed a link between
autism and the Measles, Mumps,
and Rubella vaccine (MM
"
18,2015-10-19_23-17-12_UTC.json,😂😂#vaccines #shots #dontvaccinate #poison #autisum #sids #ADD #ADHD #dangerous #pharma #killers #edugatebeforeyouvaccinate #vaccinefree #organic #nongmo #toxinfree #allergys #vaccinedamage #toxicfreekids #goverment #novax #vactruth #vactruth#autistic,"YOU MIGHT THINK I LOOK OLD FASHIONED
BUT I WAS SMART ENOUGH TO
TELL THE DOCTOR TO FUCK OFF WHEN
HE ASKED THE VACCINATION QUESTION
"
19,2017-02-04_09-46-26_UTC.json,"#Repost @who with @repostapp
・・・
Today is #WorldCancerDay.
Here are ways to reduce your #cancer risk.
Together, let's #beatcancer!

#health #healthtips #publichealth #NoTobacco #VaccinesWork #cervicalcancer #breastcancer #lungcancer #skincancer #prostatecancer #cancerwalk #cancersupport #seahawks #oncology","who
World Health
Organization
TOGL
LET'S BEAT CANCERS
sbNEb
Ways to reduce
your cancer risk
Do not smoke. Do not use any form of tobacco.
Make your home smoke-free.
Be physically active.
Enjoy a healthy diet.
Limit your alcohol intake.
Avoid too much sun, use sun protection.
Breastfeeding reduces the mother's cancer risk.
Reduce indoor and outdoor air pollution.
Vaccinate your children against Hepatitis B and HPV.
Take part in organized cancer screening programmes.
"
20,2017-03-25_15-23-12_UTC.json,"Join me Sunday night to hear my important interview with Dr. Andrew Wakefield, Director of @vaxxeddocumentary.  Robert DeNiro said, ""Everyone must see this film."" Visit my website and click ""radio show"" for more info and to listen live (link in profile) ••• #vaxxed #cdc #cdcwhistleblower #documentary #film #vaccines #autism #film #movie #talkradio #podcast #ontheair #delbigtree #interview #thescotthelmershow #dırector. #mmr #conspiracy #coverup #bigpharma #deniro #robertdeniro","VAXXED
FROM COVER-UP T TO CATASTROPHE
THE FILM THEY DON'T WANT YOU TO SEE
"
21,2019-02-13_14-08-18_UTC.json,"This is low key scary
-
-
-
-
-
-
-
-
#likeforlikes #followforfollowback #memes😂 #shoutoutforshoutout #memesdaily #horror #scary #memes #funnymemes #funnyvideos #like #subscribe #youtube #gaming #antivax #no #comedy #memesdaily #daily #comedyclub #spider #egg #baby #death #metal #letsgo","Anti-vaxxer: My child isn't vaccinated
and they're perfectly healthy!
Their Child:
"
22,2019-01-26_15-43-29_UTC.json,"Wonder what life was like pre-vaccines? If the 1918 influenza were to have struck in 2018, it would have claimed more lives globally than heart disease, cancers, strokes, chronic pulmonary disease, AIDS, and Alzheimer’s disease combined. Protecting yourself helps protect everybody else. 📷/article credit: @guardian. See comments for link.

#vaccines #influenza #history #medicine #pediatrics #vaccinateyourkids #vaccinate #globalhealth #cdc #doctor #nurse #researcher #epidemiology #worldhealthorganization #historyofmedicine #science #microbiology #virology #immunology", 
23,2015-06-10_15-56-30_UTC.json,"Day 109: Getting shots for the impending journey.
#day109 #109 #365daysofphotos #photoaday #hospital #vaccination #shot #journey #unhappy","1.JAGERU
E6IS1
2-8BR2j89 A9
BS5CU8 BsR
14
3.001
RERI
PISE9
OPO Iinfervice Hour
8:00
:00
"
24,2014-12-23_17-05-39_UTC.json,FIGHTING!!!! #measles after 3 days of fever. 2nd dosage. Here we go!! Super strict diet now. So I'll be loising weight! Gotta see things positively. I see this as a blessing in disguise! 😊 #ihateneedles #challengeaccepted #blessingsindisguise, 
25,2015-04-23_23-37-46_UTC.json,No flu for us 😷 #fluvaccine #vaccine #jab #ow #owwies #twinning #lefties, 
26,2019-03-11_14-28-48_UTC.json,"Brody Wyatt 6 months old 💙
.
.
.
.
.
#vaccinate #partoftheherd","graham
medical
SMPART
OF THE
grahamic
medical
HERD.
HVACCINATE
Pampa
grahaedical
"
27,2019-03-09_18-35-13_UTC.json,Vaccinate yo child!💉,"VACCINES
SAVE,
BRO
"
28,2018-05-22_16-45-46_UTC.json,All these are symptoms from the vaccines they SAY you need😒Yeahhhh gonna be a no from me dawg👁No convincing me to poison myself or my future offspring because you did it & you're still brainwashed or want others to be a statistic because you clearly made a mistake. These doctors who tell you this are apart of a population control agenda and won't get paid if you walking this earth healthy. Drug dealers not telling crackheads to go to rehab are they🤷🏾‍♂️ #StayWoke #EachOneTeachOne #Vaccines #DidYouKnow #HealthIsWealth,"FOUR MOST DANGEROUS
TOXINS TO THE BRAIN
HEAVY METALS
can cause a broad spectrum of
'brain-related diseases including
autism, Alzheimer's, amyotrophic
lateral sclerosis, Parkinson's
disease and neurodevelopmental
diseases
FLUORIDE
lowers IQ levels in humans,
linked to learning and
memory impairment, fetal
brain damage and altered
neurobehavioral function
MONOSODIUM
GLUTAMATE (MSG)
could cause Alzheimer's
disease. Parkinson's and
other brain ailments
ARTIFICIAL SWEETENERS
can cause several symptoms,
including anxiety attacks, slurred
speech, depression and migraines.
"
29,2019-03-16_22-09-36_UTC.json,#DontDie #Polio #Measles #Mumps #Vaccine #Triggered #Snowflake #Words #And #Stuff #And #Some #Things,"JOOS
WANNA
BE
IF YOU
MY
LOVER
Be
Vaccinated
YOU
GOTTA
"
30,2019-01-11_04-21-36_UTC.json,Don't need or want an apology. Just want you to stop poisoning your Children! #vaccineskill #vaccineinjuredchild #justsaynotovaccines #fuckvaccines,"Wait so is this entire
country just
pretending they didn't
hear that the MSM
finally reported that
VACCINES CAN (and
do!) CAUSE AUTISM?!
Some of y'all owe me
an apology
"
31,2018-06-21_19-35-11_UTC.json,"What are your favorite kids crafts?
http://bit.ly/2GTaCy2
#smm #smartmouthmoms #motherhood #sanctimoms #sciencebased #bestpractice #breastisbest #fedisnecessary #gentleparenting #vaccinessavelives #safesleep #rearfacing #carseatsafety #anticio #antispanking #VaccinesWork","Excuse the mess
were making
memories
"
32,2018-05-12_10-12-13_UTC.json,Say #ThankYou #SoGrateful #LocketLady #lovewhatido #OrigamiOwl #ScarletCalifornia #MyMini #GodsPlan #MiracleBaby #NICU #PTSD #VaccineInjury #NECsurvivor #Rare #ileostomy #BreathHoldingSpells #Melanonychia #SPD #MOMvocate #InformedConsent #HearThisWell #RCHPSG #ParentConcierge #RAOK #MemorialLockets #Skfo2 #ScarletsARMY #NobodyFightsAlone #DonateToday #ScarletsKidsFoundation,"THAN
YOU
SO GRATEFUL
"
33,2018-05-20_08-14-05_UTC.json,Deep!!! Uncut raw Real knowledge. Wake the hell up PREACH!!!!#funny #blacklivesmatter #virgo♍️ #facebook #pickuptrucks #vaccine #RollingStones #animation#guns #easports #telltheworld #bet#Marijuana #jesuschrist#Twitter#music #corruptedgovernment #Fitness#bleach #NarutoShippuden#life#live#Kardashians#military#vegan #bodymindspirit #innocent #higherconsciousness  #wisdom #enlightenment. Unity is key to save us colored people,"THEY DONT
GIVE A
FUCK
ABOUT US
-Tupac
"
34,2018-10-24_14-31-22_UTC.json,"""This #WorldPolioDay, we renew our call for strengthening of #immunization financing strategy in #Nigeria, because the existence of #Polio anywhere in the world, is a threat to children everywhere."" - @toyinsaraki #endpolionow #endpolio #vaccinesworks #healthandwellbeing #health #vaccines #HealthForAll #wellbeing4all #child #EveryChildAlive @who @wavaorg @gavialliance @thisisbillgates @gatesfoundation @jnjglobalhealth @sfhnigeria @theglobalgoals","WORLD POLIO DAY
nday
ndation
ellbeing a
Join us on Twitter
@ wellbeingafrica
#WorldPolioDay
#EndPolio
#VaccinesWork
The Welle
on Africa
Commit
Wted To Ca
Caring
"
35,2018-09-28_03-27-58_UTC.json,Deeeeng 🤤😍👀 #holistic #naturopathy #homeopathy #pure #health #healing #pHARMacy #merck #cdc #fda #brainwashed #wakeup #realmedicine #vaccineinjury #vaxxed #antivax #autismawareness #education #informed #wedid #medicine #medical #nurselife #pregnancy #nursery #vaccines #behealthy #eatclean #vegan #vegetarian,"People
Holistic
medicine
Doctors,
pharmaceuticals
"
36,2017-10-05_01-53-08_UTC.json,Natural medicine is key☝🏾#staywoke #medicine #flushot #vaccines #government #knowledgeispower #crazy #health,"DO YOU KNOW
WHAT'S IN A VACCINE?
NONE OF THESE SHOULD BE INJECTED INTO YOUR BODY
Aluminum
Known to cause brain damage at all doses.
linked to ALZHEIMER'S DISEASE dementia,
souures, autoimmune issues, SIDs and
cancer. This toxin accumulates in tho brain
and causes more damage with oach dose.
Human and Animal Colls
Human DNA from abortod 8ABIES Pig blood.
horse blood, rabbit brains, dog lodneys, cow
hearts, monkey kidneys.chickenbryop, calf
sorum, sheep blood & moro. Linked to childhood
loukomia and diabetes
Beta Propiolactono
known to cause CANCER Suspected gastroin.
testinal, liver, nerve and respiratory, skin and
sense organ POISON
Mercury (thimerosal]
One of the most towo substances known
Even if a thermomotor breaks, the building is
cleared and HAZMAT is called Tiny doses
cause damage to the brain, gut, liver, bono
marrow, nervous system and/or kidneys.
Linked to autoimmune disorders and
neurological disorders like AUTISM
Gentamicin Sulphate &
Polymyxin B antibiotios
ALLERGIC reactions can range from mild to
life-threatening
Monosodium Gittamate (MSG)
A toxio chemical that is linked to birth
defects, developmental delays and infortility
Banned in Europe.
Genetically Modified Yeast,
Animal, Bacterial and Viral DNA
Can be incorporated into the recipient's DNA
and cause unknown GENETIC MUTATIONS
Neomycin Sulphate (antibiotic)
Interferes with vitamin B6 absorption which
can lead to opilepsy and brain damage.
Allergic reactions can range from mild to life
threatening
Glutaraldehyde
Poisonous if ingested. Causes BIRTH
DEFECTS in animals.
Phenol/Phenoxyethanol 12-PE)
Used as anti-rooze TOXIC to all cells and
capable of destroying the immune system
Formaldehyde formalin
Known to cause CANCER in humans. Probable
castrointestinal, lover, respiratory, immune.
nerve and reproductive system POISON.
Banned from injectables in most European
countries.
Polysorbato BOE 20
Known to cause CANCER in animals and linked
to numerous autoimmune issues and infertility.
Latex Rubber
Can cause life-threatening allergic reactions,
Triin) Butylphosphate
Potentially toxic to the kidney and nervous system.
"
37,2015-10-05_15-38-51_UTC.json,👆🏼That look: curtesy of a Monday morning check-up #fluvaccine #vaccinessavebro #totlyfe,"JACCINE
AVE
O
"
38,2019-04-06_05-40-15_UTC.json,Loving my CBD with CBG. #healthfreedom #actorslife #idonotconsent #vaccineskill #cbd #cbg #hemp,"Tom Hanks knows...
CNN: So Tom, how did you find out about CBD?
Tom: The first time I ever tried CBD was to help
sooth my anxiety. I was fed up with taking various
pills to try and make me ""better""... It wasn't how I
wanted to live my life anymore. So I gave CBD oil
a try. It was a huge relief for me to feel like myself,
yet the edge was gone. A bonus to the whole thing
was the relief from various aches and pains I have.
Especially the arthritis in my knees. It immediately
alleviated 90% of my pain. Tom Hanks
CNN October 23, 2017
"
39,2015-01-26_15-29-54_UTC.json,"Support the use of vaccinations worldwide in an effort to battle diseases which we have the power to eradicate. Children should not die of measles, hep or yellow fever in 2015. #VaccinesSaveLives #BillAndMelindaGatesFoundation","VACCINES HELP CHILDREN
Grow Up to Achieve Their Full Potential
VACCINES
COUNTRIES
HAEMOPHILUS
INFLUENZAE TYPE B
HEPATITIS B
MEASLES
PNEUMOCOCCAL
HAVE SAVED MORE THAN
MENINGITIS A
ROTAVIRUS
6 MILLION
LIVES SINCE 2000
YELLOW FEVER
Source: Gavi, the Vaccine Alliance
gatesletter.com
176 Likes 571 Comments
"
40,2019-02-16_13-07-51_UTC.json,"Thanks @robdelaney. Summed this Capricorn up pretty well. ♡ Cracks me up
#capricorn #funnyguy #soberlife #aa #hp #42 #gratitude #kiasoul #vaccinateyourkids","I'm a
CAPRICORN
and I drive a
KIA SPORTAGE
I'm LOyac and FRISKY
and I will
PEFEND MY SONS
from
MEASLES
with
ESSENTIAL OILS
and
I KNEEL S0 HARD
when the anthem comes on that
THE GROUND WHIMPERS
I use my wife's
CPAP when she sleeps in
THE BARN
"
41,2019-04-12_18-03-02_UTC.json,"#estudo Uma pesquisa feita na Escócia e publicada na British Medical Journal analisou os dados de quase 140 mil escocesas e comparou as taxas de células pré-cancerígenas no colo do útero entre mulheres não vacinadas nascidas em 1988 e mulheres vacinadas nascidas em 1995 e 1996. As vacinadas apresentavam uma redução drástica na incidência do câncer. O estudo também mostrou que mesmo as mulheres não vacinadas foram beneficiadas pelo efeito conhecido como “imunidade de rebanho” - quando encontra muitas pessoas imunizadas, o vírus não consegue se espalhar, infectando menos gente. O DOI para encontrar o paper na Web é doi.org/10.1136/bmj.l1161.
⠀
A #study done in Scotland and published in the British Medical Journal analyzed data from nearly 140,000 Scottish women and compared precancerous cell rates in the cervix between unvaccinated women born in 1988 and vaccinated women born in 1995 and 1996. The vaccinates showed a drastic reduction in the incidence of cancer. The study also showed that even unvaccinated women were benefited by the effect known as ""herd immunity"" - when many people are immunized, the virus can not spread, infecting fewer people. The DOI to find the paper on the Web is doi.org/10.1136/bmj.l1161.
⠀
#imunologia #imunidade #immune #immunity #inmuno #ciência #science #saúde #health #pesquisa #research #vacina #vaccine #hpv #cancer #cervicalcancer
⠀","SUPER
INTERESSANTE
Vacina contra HPV reduz incidência de câncer
do colo do útero em 89%, diz estudo
"
42,2018-10-17_22-03-14_UTC.json,"PEOPLE VACCINATE YOUR FUCKING KIDS, YOU DUMB FUCKS!!! WTF IS WRONG WITH YOU?! #vaccine #vaccination #vaccinate #kids #baby #toddlers #children #parent #parents #stupid","The Percentage Of Young Children In
The US Who Haven't Been
Vaccinated Is On The Rise
"
43,2018-06-14_15-08-57_UTC.json,"This week I have been at the Kansas immunization conference. What a great few days of learning new information, sharing new ideas, and listening to the leaders in the immunization field share their knowledge related to vaccines, vaccine safety and support for parents. Excited to return to work and begin working to improve immunization knowledge in my town ( HPV also at or before 16) #nurse #registerednurse #vaccineswork #vaccine #vaccines #vaccinessavelives #immunize #immunizeyourkids #herdimmunity #kansas #proudnurse #fqhc #knowyourfacts #healthcare #medical #bewiseimmunize #wecare #nursingisaworkofheart","Il
le Des or come back)
o Every child by 2
O AIM° assouation of Immunization Managern.
Vaccinatim
ANNAN
O
O
O
School entry-DTap, Polie, MMR, VAR -
livr Well child -Tdap Meningitis, HPV –
lbyr Well child- Meningitis ACYÚ, men B-
Annnal Fin Valline NANNAXXRAVA
"
44,2019-02-13_01-43-11_UTC.json,"Isn’t it bad enough that today’s vaccinations contain neurotoxins, extreme allergens, genetically modified organisms, and DNA from abortions? Do we really need to find out that a popular childhood vaccine that’s highly recommended by the CDC contains two strains of a rare and deadly virus that’s killing pigs by the thousands in China? Why the heck is some mad scientist allowed to infect and corrupt a childhood oral vaccine with a foreign virus that has NOTHING to do with the virus the vaccine is supposedly protecting the child against? Just how corrupt is the vaccine industry, and why is the doctor who made the vaccine profiting by the millions as a pediatrician who treats the very children to whom he’s administering a rare and deadly pig virus? “RotaTeq” and “Rotarix” vaccines are supposed to help prevent rotavirus infection in children, but do they? If a child gets rotavirus, the symptoms are diarrhea, vomiting, sore throat, runny nose, wheezing and coughing. Sounds like the flu. Auspiciously though, the exact same symptoms are the most common side effects listed for RotaTeq and Rotarix oral vaccines.

In addition to fetal bovine serum, RotaTeq vaccine contains 5 LIVE strains of rotavirus, polysorbate 80, and strangely types 1 and 2 of porcine circovirus (PCV) that infects pigs and kills them. The insidious creator of the vaccine, Dr. Paul “Vaccine Industry Puppet” Offit, claims that circovirus is “not known to cause disease in humans,” but he never provides any excuse at all, much less a logical or justifiably medical one, for including this pig virus in a vaccine for children.

#vaxxed #vaccines #antivaccine #synthetics #chemicals #vaccineskill #agenda21 #Agenda2030","=
Natural News
VACCINE INSANITY: Multiple strains of
deadly pig virus discovered in Rotavirus
oral vaccines with no legitimate reason for
their use
Monday, February 11, 2019 by: S.D. Wells
Tags: badhealth, circovirus, circovirus in rotarix, circovirus in rotateq,
corrupted vaccine, Dangerous Medicine, dangerous vaccine, deadly pig virus,
oral vaccine danger, Paul Offit, pig virus in vaccine, rotarix, rotateq, rotavirus,
side effects, vaccine corruption, vaccine ingredients, vaccines
PO MW
5,510
VIEWS
"
45,2019-03-29_07-41-29_UTC.json,"⚠️#BREAKING: Public Health officials have confirmed two more cases of measles in Butte County, bringing the total to four. Details in the link.
.
https://www.facebook.com/122163047886/posts/10156407966792887/
.
#reddingbuzz @reddingbuzz  #bestofthenorthstate #thisisbuttecounty#news #actionnewsnow #measles #measlesoutbreaks #newswatch #thisistgenorthstate #usecaution #breakingnews #keepintheloop #stayinformed @actionnewsnow #keepuptodate #healthwatch
#protectyourself @bestofthenorthstate #educateyourself #protectyourfamily","2 more cases in butte county
MEASLES
OUTBREAK
2-28-19
#ReddingBuzz @ReddingBuzz
"
46,2016-08-17_13-47-11_UTC.json,"Another day, another @marvel bandage for my super soldier serum injection site.

Side note: the location makes it really difficult to get a great photo... not that you need that. 
#stl #research #labrat #vaccine #tbvaccine #wolverine #xmen","OBDOBRODON
WOOD
DOBRE
"
47,2017-04-11_21-00-53_UTC.json,"👽👾🎓There's no escaping now ya brainwashed sheep!! 🐑🐏If you dont obey and conform to the 'New Norm' - then you're gunna get murdered and  beheaded by guillotine ya pea brained peasents!! Your government loves ¥0U!! ""LOL"" 🙋🖼🎭⛏👿 #tyranny #prophecy #bible #fiction #trump #government #satan #satanists #pizzagate #pedafiles #bombs #death #murder #terrorism #terrorists #jews #nazi #chemtrails #geoengineering #haarp #vaccines #flouride #oil < #washington #liberty #fly #stars #universe #earth #neworder 🔽🔻♨","@ www.google.com
X
WHAT'S THE DIFFERENCE BETWEEN BOY
SCOUTS AND JEWS?
Watch ye
therefore, and
pray always,
that ye may be
accounted worthy
to escape all
these things
that shall come to
pass, and to stand
before the Son of
man.
Luke 21:36
BOY SCOUTS COME BACK FROM THEIR CAMPS.
! PREFER DANGEROUS FREEDOM OVER PEACEFUL SLAVERY
LECTURE ON SLAVERY
BE HELD TODAY
PAY TAXE
VOTE
OBEY
ABR
CONSUME
OBEY
EPEAT
OBEY
REPEAT
AMP. Sharia Unveiled - WordPress.com
Why Did the U.S. Government
Recently Purchase 30,000 Guillotine.
DISOBEY THE TYRANTS
1.
"
48,2014-09-27_09-03-49_UTC.json,"Truth Powered & Presented by AkkuFresh® Next Generation™
Let's Save Our Planet!
#sugar #Vaccination #WakeUp #NSA #Agenda21 #NWO #NewWorldOrder #Conspiracy #Disobey #GMO #organic #raw #bio #endthefed #Think #Revolution #RealTalk #Libertarian #Liberty #Freedom #Inspiration #infowars #alexjones #ronpaul","SUGAR
COCAINE
In fact, sugar is eight times
more addictive than cocaine.
"
49,2017-05-03_20-47-04_UTC.json,Check ups are rough. #21lbs #vaccines #1yrcheckup ☹️👶🏼💙,"ww
65
DE WO
"
50,2019-04-09_14-39-42_UTC.json,"Be like spongebob

#vaccines #vaccinateyourkids #antiantivax #vaccinated #memes #funnymemes","Vaccines
cause
autism
SS
"
